,Unnamed: 0,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num edges,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
317,317,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.14300000000000002,balanced_accuracy,5,96.303,96.25,96.104,99.185,50.0,51.428999999999995,41.379,43.878
318,318,RF,Openness,keep median,pearson,solver,mean_FA,4.532,balanced_accuracy,158,100.0,100.0,100.0,100.0,57.87,55.318999999999996,51.163000000000004,68.148
319,319,RF,Extraversion,keep median,pearson,solver,num_streamlines,4.475,balanced_accuracy,156,100.0,100.0,100.0,100.0,41.483999999999995,38.298,17.143,47.802
320,320,RF,Extraversion,keep median,pearson,solver,mean_strl,4.418,balanced_accuracy,154,100.0,100.0,100.0,100.0,53.114,53.191,56.0,51.282
321,321,RF,Agreeableness,keep median,pearson,solver,mean_FA,4.388999999999999,balanced_accuracy,153,100.0,100.0,100.0,100.0,52.602,38.298,32.558,43.665
322,322,RF,Conscientiousness,keep median,pearson,solver,mean_strl,4.36,balanced_accuracy,152,100.0,100.0,100.0,100.0,51.086999999999996,51.06399999999999,51.06399999999999,40.036
323,323,RF,Neuroticism,keep median,pearson,solver,mean_FA,4.332,balanced_accuracy,151,100.0,100.0,100.0,100.0,51.667,48.93600000000001,42.857,49.537
324,324,RF,Openness,keep median,pearson,solver,mean_strl,4.303,balanced_accuracy,150,98.649,98.734,98.63,100.0,65.926,63.83,62.222,69.815
325,325,RF,Openness,keep median,pearson,solver,num_streamlines,4.274,balanced_accuracy,149,100.0,100.0,100.0,100.0,42.963,40.426,33.333,47.037
326,326,RF,Neuroticism,keep median,pearson,solver,mean_strl,4.188,balanced_accuracy,146,97.29700000000001,97.531,97.22200000000001,99.939,49.167,46.809,41.86,51.29600000000001
327,327,RF,Agreeableness,keep median,pearson,solver,mean_strl,4.131,balanced_accuracy,144,100.0,100.0,100.0,100.0,38.688,31.915,33.333,42.308
328,328,RF,Conscientiousness,keep median,pearson,solver,mean_FA,4.102,balanced_accuracy,143,100.0,100.0,100.0,100.0,55.435,55.318999999999996,57.143,63.949
329,329,RF,Openness,keep median,pearson,solver,mean_FA,4.073,balanced_accuracy,142,100.0,100.0,100.0,100.0,62.222,59.574,55.81399999999999,72.407
330,330,RF,Neuroticism,keep median,pearson,solver,mean_strl,4.016,balanced_accuracy,140,97.29700000000001,97.531,97.22200000000001,100.0,52.87,51.06399999999999,48.888999999999996,45.74100000000001
331,331,RF,Conscientiousness,keep median,pearson,solver,num_streamlines,3.987,balanced_accuracy,139,100.0,100.0,100.0,100.0,57.336999999999996,57.446999999999996,54.545,60.507
332,332,RF,Agreeableness,keep median,pearson,solver,mean_FA,3.9589999999999996,balanced_accuracy,138,100.0,100.0,100.0,100.0,50.792,42.553000000000004,44.898,42.534
333,333,RF,Conscientiousness,keep median,pearson,solver,mean_strl,3.9010000000000002,balanced_accuracy,136,100.0,100.0,100.0,100.0,49.185,48.93600000000001,53.846000000000004,46.376999999999995
334,334,RF,Openness,keep median,pearson,solver,mean_strl,3.844,balanced_accuracy,134,98.649,98.734,98.63,99.936,55.37,53.191,50.0,65.556
335,335,RF,Openness,keep median,pearson,solver,num_streamlines,3.787,balanced_accuracy,132,100.0,100.0,100.0,100.0,51.574,51.06399999999999,53.06100000000001,56.943999999999996
336,336,RF,Neuroticism,keep median,pearson,solver,mean_FA,3.758,balanced_accuracy,131,100.0,100.0,100.0,100.0,51.75899999999999,46.809,28.570999999999998,46.667
337,337,RF,Agreeableness,keep median,pearson,solver,mean_strl,3.7289999999999996,balanced_accuracy,130,100.0,100.0,100.0,100.0,45.475,38.298,40.816,44.118
338,338,RF,Conscientiousness,keep median,pearson,solver,mean_FA,3.701,balanced_accuracy,129,100.0,100.0,100.0,100.0,59.601000000000006,59.574,59.574,65.942
339,339,RF,Neuroticism,keep median,pearson,solver,mean_FA,3.6430000000000002,balanced_accuracy,127,100.0,100.0,100.0,100.0,52.315,48.93600000000001,40.0,50.926
340,340,RF,Agreeableness,keep median,pearson,solver,mean_strl,3.614,balanced_accuracy,126,100.0,100.0,100.0,100.0,46.38,36.17,34.783,45.701
341,341,RF,Extraversion,keep median,pearson,solver,mean_strl,3.557,balanced_accuracy,124,100.0,100.0,100.0,100.0,38.278,38.298,40.816,35.165
342,342,RF,Agreeableness,keep median,pearson,solver,mean_FA,3.528,balanced_accuracy,123,100.0,100.0,100.0,100.0,50.792,42.553000000000004,44.898,44.118
343,343,RF,Neuroticism,keep median,pearson,solver,num_streamlines,3.5,balanced_accuracy,122,98.649,98.765,98.63,100.0,51.667,48.93600000000001,42.857,51.667
344,344,RF,Conscientiousness,keep median,pearson,solver,mean_FA,3.4419999999999997,balanced_accuracy,120,100.0,100.0,100.0,100.0,53.17,53.191,52.174,59.239
345,345,RF,Agreeableness,keep median,pearson,solver,mean_strl,3.3280000000000003,balanced_accuracy,116,100.0,100.0,100.0,100.0,39.253,36.17,42.308,47.398
346,346,RF,Extraversion,keep median,pearson,solver,mean_FA,3.299,balanced_accuracy,115,100.0,100.0,100.0,100.0,45.879,44.681000000000004,40.909,45.971000000000004
347,347,RF,Openness,keep median,pearson,solver,mean_strl,3.27,balanced_accuracy,114,94.916,94.93700000000001,94.595,99.421,57.87,55.318999999999996,51.163000000000004,66.48100000000001
348,348,RF,Neuroticism,keep median,pearson,solver,mean_strl,3.242,balanced_accuracy,113,98.649,98.765,98.63,100.0,49.167,46.809,41.86,48.333
349,349,RF,Extraversion,keep median,pearson,solver,mean_FA,3.213,balanced_accuracy,112,100.0,100.0,100.0,100.0,43.498000000000005,42.553000000000004,40.0,53.297
350,350,RF,Conscientiousness,keep median,pearson,solver,mean_strl,3.1839999999999997,balanced_accuracy,111,100.0,100.0,100.0,100.0,55.525,55.318999999999996,58.824,53.986000000000004
351,351,RF,Neuroticism,keep median,pearson,solver,mean_FA,3.155,balanced_accuracy,110,100.0,100.0,100.0,100.0,49.815,46.809,39.024,51.852
352,352,RF,Openness,keep median,pearson,solver,mean_FA,3.127,balanced_accuracy,109,100.0,100.0,100.0,100.0,59.722,57.446999999999996,54.545,71.111
353,353,RF,Conscientiousness,keep median,pearson,solver,num_streamlines,3.0980000000000003,balanced_accuracy,108,100.0,100.0,100.0,100.0,54.801,55.318999999999996,40.0,57.971000000000004
354,354,RF,Openness,keep median,pearson,solver,num_streamlines,3.069,balanced_accuracy,107,100.0,100.0,100.0,100.0,54.074,53.191,54.167,56.29600000000001
355,355,RF,Agreeableness,keep median,pearson,solver,mean_FA,3.0410000000000004,balanced_accuracy,106,100.0,100.0,100.0,100.0,44.005,36.17,37.5,41.176
356,356,RF,Agreeableness,keep median,pearson,solver,num_streamlines,2.897,balanced_accuracy,101,100.0,100.0,100.0,100.0,54.638000000000005,44.681000000000004,45.833,58.824
357,357,RF,Conscientiousness,keep median,pearson,solver,num_streamlines,2.8689999999999998,balanced_accuracy,100,100.0,100.0,100.0,100.0,59.33,59.574,53.659,59.601000000000006
358,358,RF,Neuroticism,keep median,pearson,solver,mean_strl,2.84,balanced_accuracy,99,100.0,100.0,100.0,100.0,47.87,46.809,46.809,44.722
359,359,RF,Agreeableness,keep median,pearson,solver,mean_strl,2.8110000000000004,balanced_accuracy,98,100.0,100.0,100.0,100.0,40.158,34.043,36.735,32.126999999999995
360,360,RF,Extraversion,keep median,pearson,solver,mean_FA,2.783,balanced_accuracy,97,100.0,100.0,100.0,100.0,45.42100000000001,44.681000000000004,43.478,45.238
361,361,RF,Openness,keep median,pearson,solver,mean_FA,2.7539999999999996,balanced_accuracy,96,100.0,100.0,100.0,100.0,62.222,59.574,55.81399999999999,65.556
362,362,RF,Agreeableness,keep median,pearson,solver,mean_FA,2.725,balanced_accuracy,95,100.0,100.0,100.0,100.0,32.466,29.787,35.294000000000004,32.353
363,363,RF,Neuroticism,keep median,pearson,solver,mean_FA,2.697,balanced_accuracy,94,100.0,100.0,100.0,100.0,49.815,46.809,39.024,53.519
364,364,RF,Extraversion,keep median,pearson,solver,mean_strl,2.639,balanced_accuracy,92,100.0,100.0,100.0,100.0,45.42100000000001,44.681000000000004,43.478,38.919000000000004
365,365,RF,Conscientiousness,keep median,pearson,solver,mean_FA,2.61,balanced_accuracy,91,100.0,100.0,100.0,100.0,74.366,74.468,72.727,74.275
366,366,RF,Agreeableness,keep median,pearson,solver,mean_strl,2.524,balanced_accuracy,88,100.0,100.0,100.0,100.0,50.792,42.553000000000004,44.898,55.43
367,367,RF,Extraversion,keep median,pearson,solver,num_streamlines,2.496,balanced_accuracy,87,100.0,100.0,100.0,100.0,49.63399999999999,46.809,32.431999999999995,51.832
368,368,RF,Conscientiousness,keep median,pearson,solver,mean_FA,2.467,balanced_accuracy,86,100.0,100.0,100.0,100.0,66.123,65.957,68.0,65.308
369,369,RF,Openness,keep median,pearson,solver,mean_FA,2.438,balanced_accuracy,85,98.81,98.734,98.667,99.87100000000001,59.722,57.446999999999996,54.545,67.03699999999999
370,370,RF,Agreeableness,keep median,pearson,solver,num_streamlines,2.41,balanced_accuracy,84,100.0,100.0,100.0,100.0,46.041000000000004,42.553000000000004,49.056999999999995,39.931999999999995
371,371,RF,Agreeableness,keep median,pearson,solver,mean_FA,2.381,balanced_accuracy,83,100.0,100.0,100.0,100.0,53.733000000000004,46.809,50.98,43.326
372,372,RF,Extraversion,keep median,pearson,solver,mean_FA,2.324,balanced_accuracy,81,100.0,100.0,100.0,100.0,48.26,46.809,41.86,43.681000000000004
373,373,RF,Extraversion,keep median,pearson,solver,mean_strl,2.266,balanced_accuracy,79,100.0,100.0,100.0,100.0,53.114,53.191,56.0,51.465
374,374,RF,Openness,keep median,pearson,solver,mean_FA,2.18,balanced_accuracy,76,100.0,100.0,100.0,100.0,62.222,59.574,55.81399999999999,59.815
375,375,RF,Conscientiousness,keep median,pearson,solver,mean_strl,2.151,balanced_accuracy,75,100.0,100.0,100.0,100.0,55.343999999999994,55.318999999999996,55.318999999999996,59.783
376,376,RF,Conscientiousness,keep median,pearson,solver,mean_FA,2.123,balanced_accuracy,74,100.0,100.0,100.0,100.0,51.268,51.06399999999999,54.902,61.232
377,377,RF,Agreeableness,keep median,pearson,solver,mean_strl,2.094,balanced_accuracy,73,100.0,100.0,100.0,100.0,43.1,38.298,43.137,47.964
378,378,RF,Neuroticism,keep median,pearson,solver,mean_FA,2.065,balanced_accuracy,72,100.0,100.0,100.0,100.0,44.907,40.426,22.221999999999998,38.796
379,379,RF,Openness,keep median,pearson,solver,mean_strl,2.037,balanced_accuracy,71,96.10700000000001,96.20299999999999,95.89,99.807,64.722,61.702,57.143,74.815
380,380,RF,Extraversion,keep median,pearson,solver,mean_FA,1.9509999999999998,balanced_accuracy,68,100.0,100.0,100.0,100.0,48.26,46.809,41.86,51.373999999999995
381,381,RF,Agreeableness,keep median,pearson,solver,mean_FA,1.922,balanced_accuracy,67,100.0,100.0,100.0,100.0,52.262,44.681000000000004,48.0,57.353
382,382,RF,Openness,keep median,pearson,solver,mean_FA,1.865,balanced_accuracy,65,95.07700000000001,94.93700000000001,94.73700000000001,99.485,62.222,59.574,55.81399999999999,62.222
383,383,RF,Agreeableness,keep median,pearson,solver,mean_strl,1.8359999999999999,balanced_accuracy,64,100.0,100.0,100.0,100.0,49.321000000000005,40.426,41.667,50.678999999999995
384,384,RF,Conscientiousness,keep median,pearson,solver,mean_FA,1.807,balanced_accuracy,63,100.0,100.0,100.0,100.0,63.858999999999995,63.83,63.83,64.312
385,385,RF,Neuroticism,keep median,pearson,solver,mean_FA,1.7790000000000001,balanced_accuracy,62,97.29700000000001,97.531,97.22200000000001,99.939,42.407,38.298,21.622,34.815
386,386,RF,Neuroticism,keep median,pearson,solver,num_streamlines,1.75,balanced_accuracy,61,97.29700000000001,97.531,97.22200000000001,99.509,49.167,46.809,41.86,48.888999999999996
387,387,RF,Extraversion,keep median,pearson,solver,mean_strl,1.7209999999999999,balanced_accuracy,60,100.0,100.0,100.0,100.0,36.355,36.17,37.5,36.446999999999996
388,388,RF,Openness,keep median,pearson,solver,mean_strl,1.692,balanced_accuracy,59,97.458,97.46799999999999,97.29700000000001,99.807,61.574,59.574,57.778,67.96300000000001
389,389,RF,Agreeableness,keep median,pearson,solver,mean_FA,1.6640000000000001,balanced_accuracy,58,100.0,100.0,100.0,100.0,53.733000000000004,46.809,50.98,54.525
390,390,RF,Extraversion,keep median,pearson,solver,mean_FA,1.578,balanced_accuracy,55,100.0,100.0,100.0,100.0,54.945,53.191,47.619,45.696000000000005
391,391,RF,Conscientiousness,keep median,pearson,solver,mean_FA,1.5490000000000002,balanced_accuracy,54,100.0,100.0,100.0,100.0,61.957,61.702,65.385,71.92
392,392,RF,Openness,keep median,pearson,solver,mean_strl,1.52,balanced_accuracy,53,98.649,98.734,98.63,99.61399999999999,62.222,59.574,55.81399999999999,65.926
393,393,RF,Openness,keep median,pearson,solver,mean_FA,1.492,balanced_accuracy,52,96.10700000000001,96.20299999999999,95.89,99.292,67.778,65.957,65.217,65.37
394,394,RF,Agreeableness,keep median,pearson,solver,mean_FA,1.463,balanced_accuracy,51,100.0,100.0,100.0,100.0,59.05,51.06399999999999,54.902,55.20399999999999
395,395,RF,Neuroticism,keep median,pearson,solver,mean_strl,1.4340000000000002,balanced_accuracy,50,100.0,100.0,100.0,100.0,54.167,51.06399999999999,43.902,50.0
396,396,RF,Extraversion,keep median,pearson,solver,mean_strl,1.406,balanced_accuracy,49,100.0,100.0,100.0,100.0,54.945,53.191,47.619,50.092
397,397,RF,Neuroticism,keep median,pearson,solver,mean_strl,1.291,balanced_accuracy,45,100.0,100.0,100.0,100.0,41.75899999999999,38.298,25.641,39.815
398,398,RF,Openness,keep median,pearson,solver,mean_FA,1.262,balanced_accuracy,44,97.619,97.46799999999999,97.368,100.0,59.722,57.446999999999996,54.545,66.296
399,399,RF,Extraversion,keep median,pearson,solver,mean_FA,1.234,balanced_accuracy,43,96.03200000000001,96.154,95.775,99.471,47.343999999999994,46.809,46.809,44.68899999999999
400,400,RF,Agreeableness,keep median,pearson,solver,mean_FA,1.205,balanced_accuracy,42,100.0,100.0,100.0,100.0,39.253,36.17,42.308,34.842
401,401,RF,Extraversion,keep median,pearson,solver,mean_strl,1.176,balanced_accuracy,41,100.0,100.0,100.0,100.0,49.266999999999996,48.93600000000001,50.0,43.223
402,402,RF,Extraversion,keep median,pearson,solver,num_streamlines,1.147,balanced_accuracy,40,100.0,100.0,100.0,100.0,58.333,57.446999999999996,56.522,60.623000000000005
403,403,RF,Conscientiousness,keep median,pearson,solver,mean_FA,1.061,balanced_accuracy,37,100.0,100.0,100.0,100.0,61.775,61.702,62.5,63.225
404,404,RF,Conscientiousness,keep median,pearson,solver,mean_FA,1.033,balanced_accuracy,36,100.0,100.0,100.0,100.0,55.254,55.318999999999996,53.333,63.225
405,405,RF,Agreeableness,keep median,pearson,solver,mean_FA,1.004,balanced_accuracy,35,100.0,100.0,100.0,100.0,45.136,44.681000000000004,53.571000000000005,48.077
406,406,RF,Openness,keep median,pearson,solver,mean_FA,0.975,balanced_accuracy,34,97.458,97.46799999999999,97.29700000000001,99.55,59.722,57.446999999999996,54.545,63.148
407,407,RF,Conscientiousness,keep median,pearson,solver,mean_strl,0.9470000000000001,balanced_accuracy,33,100.0,100.0,100.0,100.0,55.343999999999994,55.318999999999996,55.318999999999996,53.08
408,408,RF,Neuroticism,keep median,pearson,solver,mean_FA,0.9179999999999999,balanced_accuracy,32,93.243,93.82700000000001,92.75399999999999,99.38600000000001,47.407,42.553000000000004,22.857,52.593
409,409,RF,Openness,keep median,pearson,solver,mean_FA,0.8029999999999999,balanced_accuracy,28,100.0,100.0,100.0,100.0,69.63,68.085,68.085,72.593
410,410,RF,Agreeableness,keep median,pearson,solver,mean_FA,0.775,balanced_accuracy,27,100.0,100.0,100.0,100.0,42.76,44.681000000000004,55.172,57.692
411,411,RF,Neuroticism,keep median,pearson,solver,mean_FA,0.746,balanced_accuracy,26,97.29700000000001,97.531,97.22200000000001,100.0,41.111000000000004,38.298,29.268,44.815
412,412,RF,Extraversion,keep median,pearson,solver,mean_FA,0.7170000000000001,balanced_accuracy,25,100.0,100.0,100.0,100.0,41.575,40.426,36.364000000000004,39.376999999999995
413,413,RF,Openness,keep median,pearson,solver,mean_FA,0.602,balanced_accuracy,21,89.833,89.87299999999999,89.189,98.456,59.074,57.446999999999996,56.522,68.889
414,414,RF,Agreeableness,keep median,pearson,solver,mean_FA,0.574,balanced_accuracy,20,100.0,100.0,100.0,100.0,56.674,51.06399999999999,56.604,55.20399999999999
415,415,RF,Neuroticism,keep median,pearson,solver,mean_FA,0.545,balanced_accuracy,19,97.29700000000001,97.531,97.22200000000001,99.75399999999999,54.815,51.06399999999999,41.026,55.74100000000001
416,416,RF,Agreeableness,keep median,pearson,solver,num_streamlines,0.488,balanced_accuracy,17,100.0,100.0,100.0,100.0,30.656,34.043,45.614,28.506999999999998
417,417,RF,Agreeableness,keep median,pearson,solver,mean_FA,0.43,balanced_accuracy,15,100.0,100.0,100.0,100.0,45.136,44.681000000000004,53.571000000000005,50.113
418,418,RF,Openness,keep median,pearson,solver,mean_FA,0.402,balanced_accuracy,14,89.833,89.87299999999999,89.189,96.26799999999999,61.574,59.574,57.778,64.259
419,419,RF,Agreeableness,keep median,pearson,solver,mean_FA,0.287,balanced_accuracy,10,100.0,100.0,100.0,100.0,55.20399999999999,48.93600000000001,53.846000000000004,61.086000000000006
420,420,RF,Conscientiousness,keep median,pearson,solver,mean_strl,0.258,balanced_accuracy,9,89.975,90.0,89.47399999999999,98.05799999999999,36.051,36.17,31.818,37.5
421,421,RF,Extraversion,keep median,pearson,solver,mean_strl,0.22899999999999998,balanced_accuracy,8,100.0,100.0,100.0,100.0,47.343999999999994,46.809,46.809,34.431999999999995
422,422,RF,Agreeableness,keep median,pearson,solver,mean_FA,0.172,balanced_accuracy,6,97.235,97.26,96.97,99.92399999999999,40.385,44.681000000000004,56.667,40.498000000000005
423,423,RF,Conscientiousness,keep median,pearson,solver,mean_strl,0.14300000000000002,balanced_accuracy,5,97.619,97.5,97.436,99.311,52.989,53.191,47.619,59.42
424,424,MLP,Openness,test throw median,pearson,solver,mean_FA,4.532,balanced_accuracy,158,100.0,100.0,100.0,100.0,46.875,47.222,51.282,45.625
425,425,MLP,Extraversion,test throw median,pearson,solver,num_streamlines,4.475,balanced_accuracy,156,100.0,100.0,100.0,100.0,51.754,51.351000000000006,43.75,51.461999999999996
426,426,MLP,Extraversion,test throw median,pearson,solver,mean_strl,4.418,balanced_accuracy,154,79.563,80.76899999999999,75.41,90.807,46.199,45.946000000000005,41.176,52.047
427,427,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,4.388999999999999,balanced_accuracy,153,100.0,100.0,100.0,100.0,46.753,51.282,62.745,43.506
428,428,MLP,Conscientiousness,test throw median,pearson,solver,mean_strl,4.36,balanced_accuracy,152,100.0,100.0,100.0,100.0,39.286,40.0,32.258,41.497
429,429,MLP,Neuroticism,test throw median,pearson,solver,mean_FA,4.332,balanced_accuracy,151,89.34299999999999,88.889,88.60799999999999,93.305,42.915,42.222,43.478,40.283
430,430,MLP,Openness,test throw median,pearson,solver,mean_strl,4.303,balanced_accuracy,150,100.0,100.0,100.0,100.0,40.0,38.889,35.294000000000004,48.75
431,431,MLP,Openness,test throw median,pearson,solver,num_streamlines,4.274,balanced_accuracy,149,100.0,100.0,100.0,100.0,56.25,55.556000000000004,55.556000000000004,60.312
432,432,MLP,Neuroticism,test throw median,pearson,solver,mean_strl,4.188,balanced_accuracy,146,81.51100000000001,82.71600000000001,78.125,91.27799999999999,50.303999999999995,46.667,36.842,44.332
433,433,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,4.131,balanced_accuracy,144,100.0,100.0,100.0,100.0,43.181999999999995,46.153999999999996,57.143,42.532
434,434,MLP,Conscientiousness,test throw median,pearson,solver,mean_FA,4.102,balanced_accuracy,143,100.0,100.0,100.0,100.0,53.571000000000005,51.428999999999995,51.428999999999995,55.442
435,435,MLP,Openness,test throw median,pearson,solver,mean_FA,4.073,balanced_accuracy,142,83.07600000000001,83.544,81.15899999999999,89.382,44.375,41.667,27.586,38.438
436,436,MLP,Neuroticism,test throw median,pearson,solver,mean_strl,4.016,balanced_accuracy,140,100.0,100.0,100.0,100.0,44.13,44.443999999999996,48.98,48.381
437,437,MLP,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.987,balanced_accuracy,139,100.0,100.0,100.0,100.0,64.286,62.857,60.606,61.905
438,438,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,3.9589999999999996,balanced_accuracy,138,100.0,100.0,100.0,100.0,54.058,53.846000000000004,62.5,57.468
439,439,MLP,Conscientiousness,test throw median,pearson,solver,mean_strl,3.9010000000000002,balanced_accuracy,136,100.0,100.0,100.0,100.0,41.667,40.0,40.0,46.25899999999999
440,440,MLP,Openness,test throw median,pearson,solver,mean_strl,3.844,balanced_accuracy,134,79.02199999999999,79.747,75.758,88.61,50.0,47.222,34.483000000000004,52.812
441,441,MLP,Openness,test throw median,pearson,solver,num_streamlines,3.787,balanced_accuracy,132,100.0,100.0,100.0,100.0,62.5,61.111000000000004,58.824,66.562
442,442,MLP,Neuroticism,test throw median,pearson,solver,mean_FA,3.758,balanced_accuracy,131,85.565,86.42,83.58200000000001,94.103,44.028,37.778,6.667000000000001,44.332
443,443,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,3.7289999999999996,balanced_accuracy,130,88.40899999999999,89.041,87.09700000000001,96.818,56.006,48.718,52.381,65.584
444,444,MLP,Conscientiousness,test throw median,pearson,solver,mean_FA,3.701,balanced_accuracy,129,100.0,100.0,100.0,100.0,55.952,54.286,52.941,51.701
445,445,MLP,Neuroticism,test throw median,pearson,solver,mean_FA,3.6430000000000002,balanced_accuracy,127,87.131,87.654,85.714,94.53299999999999,50.303999999999995,46.667,36.842,53.441
446,446,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,3.614,balanced_accuracy,126,100.0,100.0,100.0,100.0,48.864,38.461999999999996,36.842,52.273
447,447,MLP,Extraversion,test throw median,pearson,solver,mean_strl,3.557,balanced_accuracy,124,88.889,89.744,87.5,98.677,51.461999999999996,51.351000000000006,50.0,55.556000000000004
448,448,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,3.528,balanced_accuracy,123,95.985,95.89,95.522,98.561,40.584,38.461999999999996,45.455,40.26
449,449,MLP,Neuroticism,test throw median,pearson,solver,num_streamlines,3.5,balanced_accuracy,122,85.995,86.42,84.507,91.89200000000001,54.656000000000006,53.333,53.333,52.428999999999995
450,450,MLP,Conscientiousness,test throw median,pearson,solver,mean_FA,3.4419999999999997,balanced_accuracy,120,100.0,100.0,100.0,100.0,57.143,54.286,55.556000000000004,50.0
451,451,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,3.3280000000000003,balanced_accuracy,116,100.0,100.0,100.0,100.0,69.48100000000001,64.10300000000001,69.565,68.182
452,452,MLP,Extraversion,test throw median,pearson,solver,mean_FA,3.299,balanced_accuracy,115,100.0,100.0,100.0,100.0,53.946999999999996,54.053999999999995,56.41,58.48
453,453,MLP,Openness,test throw median,pearson,solver,mean_strl,3.27,balanced_accuracy,114,100.0,100.0,100.0,100.0,47.5,44.443999999999996,28.570999999999998,47.812
454,454,MLP,Neuroticism,test throw median,pearson,solver,mean_strl,3.242,balanced_accuracy,113,88.698,88.889,87.671,96.68299999999999,44.332,42.222,38.095,42.915
455,455,MLP,Extraversion,test throw median,pearson,solver,mean_FA,3.213,balanced_accuracy,112,100.0,100.0,100.0,100.0,54.24,54.053999999999995,51.428999999999995,59.648999999999994
456,456,MLP,Conscientiousness,test throw median,pearson,solver,mean_strl,3.1839999999999997,balanced_accuracy,111,83.772,83.75,83.117,95.426,44.048,45.714,34.483000000000004,47.278999999999996
457,457,MLP,Neuroticism,test throw median,pearson,solver,mean_FA,3.155,balanced_accuracy,110,100.0,100.0,100.0,100.0,45.04,42.222,35.0,46.761
458,458,MLP,Openness,test throw median,pearson,solver,mean_FA,3.127,balanced_accuracy,109,71.718,72.152,68.571,82.046,51.25,50.0,47.059,49.062
459,459,MLP,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.0980000000000003,balanced_accuracy,108,93.67200000000001,93.75,93.333,97.619,57.143,57.143,51.613,59.184
460,460,MLP,Openness,test throw median,pearson,solver,num_streamlines,3.069,balanced_accuracy,107,84.749,84.81,83.78399999999999,94.723,53.75,52.778,51.428999999999995,45.0
461,461,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,3.0410000000000004,balanced_accuracy,106,100.0,100.0,100.0,100.0,46.753,51.282,62.745,40.26
462,462,MLP,Agreeableness,test throw median,pearson,solver,num_streamlines,2.897,balanced_accuracy,101,91.439,91.781,90.625,98.258,45.292,33.333,27.778000000000002,53.247
463,463,MLP,Conscientiousness,test throw median,pearson,solver,num_streamlines,2.8689999999999998,balanced_accuracy,100,89.72399999999999,90.0,88.889,94.86200000000001,60.714,62.857,51.852,60.20399999999999
464,464,MLP,Neuroticism,test throw median,pearson,solver,mean_strl,2.84,balanced_accuracy,99,80.098,80.247,78.378,89.681,43.623000000000005,42.222,40.909,35.628
465,465,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,2.8110000000000004,balanced_accuracy,98,87.42399999999999,87.671,86.154,92.652,56.006,48.718,52.381,42.857
466,466,MLP,Extraversion,test throw median,pearson,solver,mean_FA,2.783,balanced_accuracy,97,100.0,100.0,100.0,100.0,40.789,40.541,35.294000000000004,47.661
467,467,MLP,Openness,test throw median,pearson,solver,mean_FA,2.7539999999999996,balanced_accuracy,96,71.236,72.152,65.625,86.80799999999999,38.125,36.111,25.805999999999997,34.688
468,468,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,2.725,balanced_accuracy,95,100.0,100.0,100.0,100.0,56.656000000000006,61.538000000000004,71.69800000000001,46.753
469,469,MLP,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,balanced_accuracy,94,100.0,100.0,100.0,100.0,46.964,44.443999999999996,39.024,48.988
470,470,MLP,Extraversion,test throw median,pearson,solver,mean_strl,2.639,balanced_accuracy,92,83.53200000000001,84.615,80.645,93.915,38.158,37.838,30.303,44.152
471,471,MLP,Conscientiousness,test throw median,pearson,solver,mean_FA,2.61,balanced_accuracy,91,83.271,83.75,81.15899999999999,94.29799999999999,46.428999999999995,51.428999999999995,26.087,40.816
472,472,MLP,Agreeableness,test throw median,pearson,solver,mean_strl,2.524,balanced_accuracy,88,100.0,100.0,100.0,100.0,62.175,61.538000000000004,69.388,65.90899999999999
473,473,MLP,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,balanced_accuracy,87,81.15100000000001,82.051,78.125,93.45200000000001,49.56100000000001,48.648999999999994,24.0,38.596
474,474,MLP,Conscientiousness,test throw median,pearson,solver,mean_FA,2.467,balanced_accuracy,86,100.0,100.0,100.0,100.0,52.381,51.428999999999995,48.485,46.93899999999999
475,475,MLP,Openness,test throw median,pearson,solver,mean_FA,2.438,balanced_accuracy,85,79.183,79.747,76.471,87.45200000000001,40.625,38.889,31.25,49.375
476,476,MLP,Agreeableness,test throw median,pearson,solver,num_streamlines,2.41,balanced_accuracy,84,93.22,93.15100000000001,92.537,98.40899999999999,32.468,30.769000000000002,37.209,32.468
477,477,MLP,Agreeableness,test throw median,pearson,solver,mean_FA,2.381,balanced_accuracy,83,88.40899999999999,89.041,87.09700000000001,96.59100000000001,53.247,48.718,54.545,53.247
